po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2024-03400,PROD-1166,SUP-14,2024-12-18,2025-01-20,2025-01-26,289,289,393.1,113605.90000000001,Received,6,0,WH03
PO-2025-03401,PROD-1085,SUP-03,2025-02-12,2025-02-23,2025-02-21,79,79,179.44,14175.76,Received,-2,0,WH01
PO-2026-03402,PROD-1134,SUP-06,2024-11-20,2024-12-07,2024-12-12,216,216,111.68,24122.88,Received,5,0,WH03
PO-2026-03403,PROD-1003,SUP-20,2025-04-05,2025-04-21,2025-04-30,139,139,342.27,47575.53,Received,9,1,WH03
PO-2024-03404,PROD-1076,SUP-05,2024-12-07,2024-12-18,2024-12-26,110,110,312.93,34422.3,Received,8,1,WH04
PO-2026-03405,PROD-1106,SUP-18,2026-01-09,2026-01-29,2026-02-05,266,266,356.71,94884.86,Received,7,0,WH01
PO-2025-03406,PROD-1184,SUP-19,2025-05-23,2025-05-29,2025-05-26,202,200,155.41,31392.82,Received,-3,0,WH01
PO-2024-03407,PROD-1065,SUP-09,2024-08-29,2024-09-21,2024-09-19,166,166,238.73,39629.18,Received,-2,1,WH03
PO-2026-03408,PROD-1020,SUP-21,2025-04-09,2025-05-19,2025-05-27,186,186,286.08,53210.88,Received,8,0,WH03
PO-2026-03409,PROD-1179,SUP-20,2024-04-15,2024-05-20,2024-05-27,268,268,247.96,66453.28,Received,7,1,WH03
PO-2025-03410,PROD-1054,SUP-01,2025-04-13,2025-04-27,2025-05-06,173,173,485.91,84062.43000000001,Received,9,1,WH02
PO-2025-03411,PROD-1055,SUP-12,2024-05-04,2024-05-26,2024-05-23,242,242,424.76,102791.92,Received,-3,1,WH04
PO-2025-03412,PROD-1183,SUP-14,2025-10-02,2025-10-14,2025-10-20,80,80,361.03,28882.399999999998,Received,6,0,WH02
PO-2026-03413,PROD-1082,SUP-19,2025-03-18,2025-04-20,2025-04-30,207,207,441.87,91467.09,Received,10,1,WH02
PO-2024-03414,PROD-1090,SUP-06,2024-03-09,2024-03-14,2024-03-13,123,123,177.58,21842.34,Received,-1,0,WH01
PO-2024-03415,PROD-1132,SUP-20,2025-08-30,2025-09-20,2025-09-19,186,186,429.46,79879.56,Received,-1,0,WH03
PO-2025-03416,PROD-1172,SUP-15,2025-10-21,2025-11-09,2025-11-12,267,267,143.39,38285.13,Received,3,1,WH04
PO-2026-03417,PROD-1208,SUP-20,2025-06-20,2025-06-27,2025-06-28,238,238,476.63,113437.94,Received,1,1,WH02
PO-2026-03418,PROD-1040,SUP-14,2025-10-14,2025-11-22,2025-11-24,231,231,303.77,70170.87,Received,2,0,WH04
PO-2025-03419,PROD-1003,SUP-20,2024-10-27,2024-12-01,2024-12-10,226,226,342.27,77353.01999999999,Received,9,0,WH03
PO-2026-03420,PROD-1047,SUP-14,2025-04-07,2025-04-13,2025-04-11,147,147,186.67,27440.489999999998,Received,-2,1,WH01
PO-2024-03421,PROD-1161,SUP-03,2026-01-15,2026-02-04,2026-02-12,104,104,428.45,44558.799999999996,Received,8,1,WH02
PO-2026-03422,PROD-1041,SUP-11,2024-11-10,2024-11-22,2024-11-19,206,206,463.3,95439.8,Received,-3,1,WH03
PO-2025-03423,PROD-1139,SUP-10,2025-03-23,2025-04-26,2025-04-25,136,136,470.38,63971.68,Received,-1,1,WH02
PO-2025-03424,PROD-1011,SUP-06,2024-10-02,2024-10-14,2024-10-21,118,118,105.55,12454.9,Received,7,0,WH04
PO-2024-03425,PROD-1050,SUP-01,2024-06-21,2024-07-20,2024-07-26,215,215,296.47,63741.05,Received,6,0,WH03
PO-2025-03426,PROD-1155,SUP-02,2025-03-21,2025-04-21,2025-04-20,120,109,280.03,33603.6,Received,-1,0,WH01
PO-2026-03427,PROD-1142,SUP-13,2024-04-03,2024-05-06,2024-05-10,62,62,419.18,25989.16,Received,4,1,WH03
PO-2025-03428,PROD-1055,SUP-12,2024-05-27,2024-06-13,2024-06-13,270,270,424.76,114685.2,Received,0,1,WH02
PO-2024-03429,PROD-1212,SUP-17,2025-12-18,2026-01-14,2026-01-22,235,235,490.21,115199.34999999999,Received,8,1,WH01
PO-2025-03430,PROD-1127,SUP-15,2024-07-22,2024-08-26,2024-08-29,169,169,408.58,69050.02,Received,3,0,WH01
PO-2026-03431,PROD-1037,SUP-07,2024-11-28,2025-01-05,2025-01-08,297,297,101.02,30002.94,Received,3,1,WH01
PO-2025-03432,PROD-1047,SUP-14,2024-06-26,2024-07-26,2024-07-26,137,137,186.67,25573.789999999997,Received,0,0,WH04
PO-2024-03433,PROD-1137,SUP-19,2025-07-05,2025-08-11,2025-08-15,194,194,175.64,34074.159999999996,Received,4,0,WH01
PO-2025-03434,PROD-1119,SUP-05,2024-01-07,2024-01-20,2024-01-30,81,81,297.16,24069.960000000003,Received,10,1,WH04
PO-2026-03435,PROD-1013,SUP-15,2026-01-21,2026-01-27,2026-02-06,65,65,17.59,1143.35,Received,10,0,WH02
PO-2024-03436,PROD-1130,SUP-06,2025-12-01,2026-01-10,2026-01-10,300,300,255.08,76524.0,Received,0,0,WH03
PO-2026-03437,PROD-1129,SUP-12,2025-01-13,2025-01-30,2025-02-06,202,202,77.06,15566.12,Received,7,1,WH04
PO-2024-03438,PROD-1108,SUP-12,2025-06-12,2025-07-21,2025-07-30,283,283,498.87,141180.21,Received,9,0,WH01
PO-2024-03439,PROD-1126,SUP-07,2024-06-20,2024-07-07,2024-07-11,253,253,200.61,50754.33,Received,4,0,WH02
PO-2026-03440,PROD-1024,SUP-03,2024-11-07,2024-11-12,2024-11-11,128,128,374.17,47893.76,Received,-1,1,WH04
PO-2026-03441,PROD-1147,SUP-21,2026-01-13,2026-01-22,2026-01-19,292,292,348.5,101762.0,Received,-3,1,WH03
PO-2025-03442,PROD-1095,SUP-07,2025-03-24,2025-04-20,2025-04-26,204,204,346.83,70753.31999999999,Received,6,0,WH03
PO-2026-03443,PROD-1216,SUP-14,2024-06-02,2024-07-09,2024-07-10,171,171,135.7,23204.699999999997,Received,1,1,WH03
PO-2025-03444,PROD-1174,SUP-14,2024-08-30,2024-10-04,2024-10-05,276,276,243.84,67299.84,Received,1,1,WH02
PO-2025-03445,PROD-1094,SUP-11,2024-08-28,2024-09-03,2024-09-06,68,68,243.45,16554.6,Received,3,0,WH03
PO-2024-03446,PROD-1183,SUP-14,2024-03-31,2024-05-03,2024-05-07,185,178,361.03,66790.54999999999,Received,4,1,WH03
PO-2026-03447,PROD-1150,SUP-10,2025-02-21,2025-02-27,2025-03-04,220,212,491.12,108046.4,Received,5,0,WH01
PO-2024-03448,PROD-1017,SUP-09,2025-01-20,2025-02-23,2025-02-26,283,283,463.48,131164.84,Received,3,1,WH03
PO-2024-03449,PROD-1188,SUP-03,2025-08-09,2025-09-01,2025-08-30,195,195,126.73,24712.350000000002,Received,-2,0,WH04
PO-2026-03450,PROD-1107,SUP-02,2025-03-12,2025-04-11,2025-04-14,75,75,75.75,5681.25,Received,3,1,WH02
PO-2025-03451,PROD-1102,SUP-09,2025-03-04,2025-04-12,2025-04-20,92,76,34.32,3157.44,Received,8,0,WH04
PO-2025-03452,PROD-1007,SUP-17,2025-02-06,2025-03-08,2025-03-16,246,246,196.75,48400.5,Received,8,0,WH04
PO-2024-03453,PROD-1200,SUP-11,2025-04-19,2025-05-05,2025-05-03,213,213,286.86,61101.18,Received,-2,1,WH01
PO-2024-03454,PROD-1166,SUP-14,2025-10-17,2025-10-26,2025-10-26,257,257,393.1,101026.70000000001,Received,0,1,WH03
PO-2024-03455,PROD-1158,SUP-14,2024-09-03,2024-09-20,2024-09-25,53,53,140.88,7466.639999999999,Received,5,0,WH02
PO-2024-03456,PROD-1187,SUP-08,2025-06-09,2025-06-20,2025-06-29,297,297,318.89,94710.33,Received,9,1,WH03
PO-2025-03457,PROD-1164,SUP-11,2024-06-28,2024-07-07,2024-07-15,187,187,425.76,79617.12,Received,8,0,WH01
PO-2024-03458,PROD-1094,SUP-11,2024-11-25,2024-12-03,2024-12-08,284,284,243.45,69139.8,Received,5,0,WH04
PO-2025-03459,PROD-1205,SUP-09,2025-09-14,2025-10-17,2025-10-26,109,109,141.22,15392.98,Received,9,1,WH02
PO-2025-03460,PROD-1136,SUP-04,2025-09-29,2025-10-17,2025-10-14,85,66,405.13,34436.05,Received,-3,0,WH04
PO-2025-03461,PROD-1047,SUP-14,2024-11-30,2025-01-03,2025-01-02,300,300,186.67,56000.99999999999,Received,-1,1,WH01
PO-2024-03462,PROD-1215,SUP-08,2025-10-07,2025-10-17,2025-10-19,167,167,97.07,16210.689999999999,Received,2,0,WH01
PO-2026-03463,PROD-1071,SUP-22,2025-10-05,2025-11-09,2025-11-14,112,112,103.12,11549.44,Received,5,1,WH03
PO-2024-03464,PROD-1196,SUP-13,2024-10-05,2024-11-14,2024-11-16,263,263,335.12,88136.56,Received,2,1,WH02
PO-2026-03465,PROD-1103,SUP-03,2025-03-22,2025-04-30,2025-05-02,246,246,128.45,31598.699999999997,Received,2,1,WH04
PO-2026-03466,PROD-1071,SUP-22,2025-07-26,2025-08-20,2025-08-17,248,176,103.12,25573.760000000002,Received,-3,1,WH04
PO-2025-03467,PROD-1128,SUP-09,2024-04-28,2024-05-09,2024-05-15,240,240,399.58,95899.2,Received,6,0,WH04
PO-2024-03468,PROD-1024,SUP-03,2024-11-19,2024-11-30,2024-11-27,175,175,374.17,65479.75,Received,-3,0,WH04
PO-2025-03469,PROD-1154,SUP-19,2024-08-13,2024-09-19,2024-09-28,263,263,482.78,126971.14,Received,9,1,WH02
PO-2026-03470,PROD-1152,SUP-20,2024-08-01,2024-08-06,2024-08-09,233,233,131.89,30730.369999999995,Received,3,1,WH03
PO-2024-03471,PROD-1112,SUP-21,2025-09-25,2025-10-12,2025-10-09,116,79,18.46,2141.36,Received,-3,0,WH03
PO-2024-03472,PROD-1118,SUP-20,2025-08-07,2025-08-21,2025-08-31,294,294,277.34,81537.95999999999,Received,10,1,WH02
PO-2024-03473,PROD-1186,SUP-11,2024-11-07,2024-11-25,2024-11-27,293,293,255.39,74829.26999999999,Received,2,1,WH02
PO-2025-03474,PROD-1186,SUP-11,2025-06-05,2025-07-10,2025-07-16,263,263,255.39,67167.56999999999,Received,6,1,WH03
PO-2026-03475,PROD-1107,SUP-02,2025-11-21,2025-12-15,2025-12-14,76,76,75.75,5757.0,Received,-1,0,WH01
PO-2024-03476,PROD-1024,SUP-03,2024-12-10,2024-12-26,2024-12-28,299,299,374.17,111876.83,Received,2,0,WH02
PO-2025-03477,PROD-1164,SUP-11,2025-10-01,2025-10-19,2025-10-21,150,150,425.76,63864.0,Received,2,0,WH04
PO-2024-03478,PROD-1090,SUP-06,2024-01-04,2024-01-13,2024-01-18,288,288,177.58,51143.04,Received,5,1,WH03
PO-2025-03479,PROD-1190,SUP-15,2025-11-20,2025-12-12,2025-12-14,300,300,489.49,146847.0,Received,2,1,WH02
PO-2025-03480,PROD-1157,SUP-18,2025-04-23,2025-05-26,2025-05-29,235,131,95.98,22555.3,Received,3,0,WH01
PO-2024-03481,PROD-1132,SUP-20,2024-07-07,2024-08-13,2024-08-23,270,270,429.46,115954.2,Received,10,1,WH02
PO-2026-03482,PROD-1128,SUP-09,2025-03-18,2025-04-12,2025-04-19,291,175,399.58,116277.78,Received,7,1,WH02
PO-2024-03483,PROD-1208,SUP-20,2024-09-11,2024-09-24,2024-09-25,62,62,476.63,29551.06,Received,1,0,WH01
PO-2026-03484,PROD-1186,SUP-11,2025-08-29,2025-09-04,2025-09-09,59,59,255.39,15068.009999999998,Received,5,1,WH04
PO-2024-03485,PROD-1132,SUP-20,2025-07-23,2025-08-03,2025-08-02,82,82,429.46,35215.72,Received,-1,1,WH01
PO-2025-03486,PROD-1026,SUP-08,2025-04-15,2025-05-04,2025-05-11,219,219,294.2,64429.799999999996,Received,7,1,WH03
PO-2025-03487,PROD-1195,SUP-22,2025-06-07,2025-07-13,2025-07-21,280,280,323.26,90512.8,Received,8,1,WH02
PO-2025-03488,PROD-1083,SUP-22,2025-09-18,2025-10-05,2025-10-06,188,176,163.52,30741.760000000002,Received,1,0,WH02
PO-2024-03489,PROD-1165,SUP-01,2024-04-19,2024-05-25,2024-05-23,155,155,467.95,72532.25,Received,-2,0,WH01
PO-2026-03490,PROD-1070,SUP-11,2025-05-01,2025-05-26,2025-05-31,140,140,270.84,37917.6,Received,5,0,WH03
PO-2024-03491,PROD-1095,SUP-07,2024-05-06,2024-06-10,2024-06-11,251,251,346.83,87054.33,Received,1,0,WH02
PO-2025-03492,PROD-1008,SUP-14,2024-01-20,2024-02-27,2024-02-29,115,115,92.75,10666.25,Received,2,0,WH02
PO-2025-03493,PROD-1218,SUP-18,2025-12-01,2025-12-15,2025-12-12,266,246,187.6,49901.6,Received,-3,0,WH03
PO-2025-03494,PROD-1061,SUP-20,2025-10-04,2025-10-28,2025-10-30,110,110,57.22,6294.2,Received,2,1,WH02
PO-2025-03495,PROD-1158,SUP-14,2026-01-06,2026-02-04,2026-02-12,229,229,140.88,32261.52,Received,8,0,WH01
PO-2024-03496,PROD-1183,SUP-14,2025-11-17,2025-12-09,2025-12-06,281,281,361.03,101449.43,Received,-3,1,WH01
PO-2024-03497,PROD-1155,SUP-02,2026-01-21,2026-03-01,2026-03-03,58,58,280.03,16241.739999999998,Received,2,0,WH01
PO-2024-03498,PROD-1095,SUP-07,2024-09-01,2024-10-11,2024-10-08,186,167,346.83,64510.38,Received,-3,0,WH03
PO-2024-03499,PROD-1102,SUP-09,2025-06-01,2025-06-24,2025-06-29,285,285,34.32,9781.2,Received,5,1,WH01
PO-2025-03500,PROD-1022,SUP-09,2024-12-29,2025-01-22,2025-01-31,168,168,480.66,80750.88,Received,9,1,WH04
PO-2024-03501,PROD-1034,SUP-08,2025-02-05,2025-03-15,2025-03-15,195,195,198.65,38736.75,Received,0,1,WH04
PO-2025-03502,PROD-1208,SUP-20,2025-07-25,2025-08-16,2025-08-13,271,271,476.63,129166.73,Received,-3,0,WH04
PO-2025-03503,PROD-1003,SUP-20,2024-06-14,2024-07-11,2024-07-21,155,155,342.27,53051.85,Received,10,1,WH01
PO-2024-03504,PROD-1017,SUP-09,2026-01-14,2026-01-27,2026-02-01,145,82,463.48,67204.6,Received,5,0,WH04
PO-2025-03505,PROD-1172,SUP-15,2024-12-26,2025-01-31,2025-02-07,91,91,143.39,13048.489999999998,Received,7,0,WH02
PO-2026-03506,PROD-1171,SUP-21,2024-03-26,2024-04-24,2024-04-21,223,223,486.88,108574.24,Received,-3,0,WH02
PO-2025-03507,PROD-1025,SUP-10,2024-10-28,2024-12-05,2024-12-04,232,232,270.77,62818.64,Received,-1,1,WH01
PO-2025-03508,PROD-1063,SUP-16,2024-03-02,2024-04-02,2024-04-07,223,223,102.46,22848.579999999998,Received,5,0,WH03
PO-2025-03509,PROD-1050,SUP-01,2024-01-01,2024-01-28,2024-01-30,219,209,296.47,64926.93000000001,Received,2,0,WH03
PO-2025-03510,PROD-1126,SUP-07,2024-07-28,2024-08-03,2024-08-11,293,293,200.61,58778.73,Received,8,1,WH02
PO-2024-03511,PROD-1190,SUP-15,2024-02-17,2024-03-06,2024-03-13,298,298,489.49,145868.02,Received,7,0,WH01
PO-2024-03512,PROD-1052,SUP-13,2025-03-18,2025-04-18,2025-04-22,166,166,281.5,46729.0,Received,4,0,WH04
PO-2026-03513,PROD-1147,SUP-21,2024-01-01,2024-01-21,2024-01-23,166,166,348.5,57851.0,Received,2,1,WH01
PO-2025-03514,PROD-1031,SUP-03,2026-01-02,2026-01-15,2026-01-20,252,252,84.3,21243.6,Received,5,1,WH01
PO-2026-03515,PROD-1146,SUP-19,2024-09-20,2024-10-11,2024-10-15,188,188,271.64,51068.32,Received,4,1,WH01
PO-2026-03516,PROD-1144,SUP-07,2024-12-04,2024-12-29,2024-12-29,128,128,368.14,47121.92,Received,0,0,WH01
PO-2026-03517,PROD-1010,SUP-15,2025-11-26,2026-01-02,2026-01-03,157,157,213.73,33555.61,Received,1,0,WH03
PO-2026-03518,PROD-1088,SUP-05,2024-05-11,2024-06-19,2024-06-16,267,267,324.55,86654.85,Received,-3,1,WH04
PO-2025-03519,PROD-1023,SUP-15,2025-09-15,2025-10-04,2025-10-12,279,279,422.58,117899.81999999999,Received,8,1,WH04
PO-2024-03520,PROD-1125,SUP-19,2025-06-16,2025-06-27,2025-06-30,250,250,491.74,122935.0,Received,3,1,WH01
PO-2026-03521,PROD-1107,SUP-02,2026-01-20,2026-01-26,2026-02-04,209,209,75.75,15831.75,Received,9,0,WH03
PO-2025-03522,PROD-1047,SUP-14,2024-07-30,2024-09-04,2024-09-04,131,131,186.67,24453.769999999997,Received,0,0,WH02
PO-2025-03523,PROD-1182,SUP-15,2024-06-11,2024-07-03,2024-06-30,272,272,372.6,101347.20000000001,Received,-3,1,WH02
PO-2026-03524,PROD-1214,SUP-03,2025-03-18,2025-03-27,2025-04-02,283,283,154.24,43649.920000000006,Received,6,0,WH03
PO-2025-03525,PROD-1019,SUP-16,2025-07-30,2025-08-21,2025-08-20,237,237,164.62,39014.94,Received,-1,1,WH02
PO-2026-03526,PROD-1124,SUP-04,2025-04-18,2025-05-03,2025-05-06,143,143,236.21,33778.03,Received,3,0,WH03
PO-2024-03527,PROD-1190,SUP-15,2024-06-13,2024-07-18,2024-07-22,114,114,489.49,55801.86,Received,4,1,WH01
PO-2026-03528,PROD-1096,SUP-15,2025-07-25,2025-09-03,2025-09-03,241,241,136.17,32816.969999999994,Received,0,0,WH03
PO-2025-03529,PROD-1128,SUP-09,2024-07-16,2024-08-02,2024-08-03,167,167,399.58,66729.86,Received,1,1,WH02
PO-2026-03530,PROD-1013,SUP-15,2025-09-30,2025-11-01,2025-11-07,135,135,17.59,2374.65,Received,6,1,WH04
PO-2026-03531,PROD-1144,SUP-07,2025-07-02,2025-07-07,2025-07-06,256,256,368.14,94243.84,Received,-1,0,WH04
PO-2025-03532,PROD-1051,SUP-19,2025-12-01,2026-01-09,2026-01-08,114,114,138.81,15824.34,Received,-1,0,WH04
PO-2024-03533,PROD-1185,SUP-09,2024-07-21,2024-08-30,2024-09-02,220,220,272.19,59881.8,Received,3,0,WH01
PO-2025-03534,PROD-1171,SUP-21,2025-05-15,2025-05-21,2025-05-26,255,255,486.88,124154.4,Received,5,1,WH01
PO-2026-03535,PROD-1127,SUP-15,2024-02-13,2024-03-24,2024-04-03,285,176,408.58,116445.29999999999,Received,10,1,WH04
PO-2025-03536,PROD-1061,SUP-20,2026-01-22,2026-02-01,2026-02-09,145,145,57.22,8296.9,Received,8,1,WH02
PO-2024-03537,PROD-1164,SUP-11,2025-09-16,2025-10-09,2025-10-19,98,98,425.76,41724.479999999996,Received,10,0,WH04
PO-2026-03538,PROD-1023,SUP-15,2024-09-05,2024-09-12,2024-09-19,144,144,422.58,60851.52,Received,7,0,WH03
PO-2025-03539,PROD-1201,SUP-06,2024-07-27,2024-09-02,2024-09-04,260,260,384.74,100032.40000000001,Received,2,1,WH04
PO-2024-03540,PROD-1137,SUP-19,2024-11-22,2024-12-03,2024-12-10,114,114,175.64,20022.96,Received,7,0,WH01
PO-2024-03541,PROD-1039,SUP-14,2025-09-02,2025-10-03,2025-10-02,112,112,395.51,44297.119999999995,Received,-1,1,WH04
PO-2024-03542,PROD-1154,SUP-19,2024-04-19,2024-04-29,2024-05-07,57,57,482.78,27518.46,Received,8,0,WH02
PO-2024-03543,PROD-1207,SUP-09,2024-11-18,2024-11-24,2024-11-29,284,284,374.36,106318.24,Received,5,1,WH03
PO-2026-03544,PROD-1082,SUP-19,2025-09-08,2025-10-02,2025-10-05,202,121,441.87,89257.74,Received,3,0,WH02
PO-2026-03545,PROD-1036,SUP-05,2025-03-23,2025-03-28,2025-04-06,125,125,9.01,1126.25,Received,9,1,WH03
PO-2024-03546,PROD-1178,SUP-09,2025-03-06,2025-03-31,2025-04-05,284,284,11.0,3124.0,Received,5,0,WH01
PO-2025-03547,PROD-1051,SUP-19,2025-01-01,2025-02-08,2025-02-06,58,40,138.81,8050.9800000000005,Received,-2,1,WH04
PO-2026-03548,PROD-1022,SUP-09,2024-09-22,2024-10-31,2024-11-10,260,260,480.66,124971.6,Received,10,0,WH03
PO-2024-03549,PROD-1067,SUP-16,2024-03-12,2024-03-25,2024-03-31,300,300,348.37,104511.0,Received,6,0,WH01
PO-2024-03550,PROD-1067,SUP-16,2024-08-09,2024-09-09,2024-09-18,113,113,348.37,39365.81,Received,9,0,WH02
PO-2026-03551,PROD-1142,SUP-13,2024-07-10,2024-08-13,2024-08-19,180,180,419.18,75452.4,Received,6,0,WH04
PO-2024-03552,PROD-1135,SUP-10,2026-01-24,2026-02-11,2026-02-19,125,125,356.15,44518.75,Received,8,1,WH03
PO-2026-03553,PROD-1094,SUP-11,2024-06-03,2024-06-29,2024-06-30,53,53,243.45,12902.849999999999,Received,1,1,WH02
PO-2026-03554,PROD-1006,SUP-20,2024-11-13,2024-12-09,2024-12-11,175,175,88.34,15459.5,Received,2,0,WH01
PO-2024-03555,PROD-1075,SUP-15,2024-04-08,2024-04-16,2024-04-25,141,140,440.47,62106.270000000004,Received,9,0,WH03
PO-2026-03556,PROD-1180,SUP-18,2024-03-28,2024-05-06,2024-05-09,192,192,91.05,17481.6,Received,3,0,WH02
PO-2024-03557,PROD-1013,SUP-15,2025-04-19,2025-05-01,2025-05-09,233,233,17.59,4098.47,Received,8,0,WH01
PO-2026-03558,PROD-1115,SUP-08,2024-02-11,2024-02-28,2024-03-02,131,131,340.99,44669.69,Received,3,0,WH03
PO-2026-03559,PROD-1168,SUP-04,2024-09-19,2024-10-23,2024-10-28,61,61,291.18,17761.98,Received,5,1,WH03
PO-2024-03560,PROD-1197,SUP-11,2026-01-07,2026-02-15,2026-02-20,151,151,432.36,65286.36,Received,5,1,WH02
PO-2025-03561,PROD-1189,SUP-09,2024-10-04,2024-11-10,2024-11-20,126,90,295.76,37265.76,Received,10,1,WH04
PO-2024-03562,PROD-1092,SUP-09,2025-12-28,2026-01-23,2026-01-24,158,158,84.0,13272.0,Received,1,1,WH01
PO-2026-03563,PROD-1082,SUP-19,2025-10-13,2025-11-06,2025-11-06,117,117,441.87,51698.79,Received,0,1,WH03
PO-2025-03564,PROD-1069,SUP-13,2024-05-07,2024-06-13,2024-06-14,100,57,303.0,30300.0,Received,1,1,WH04
PO-2026-03565,PROD-1053,SUP-16,2024-08-09,2024-09-06,2024-09-14,255,255,192.7,49138.5,Received,8,1,WH04
PO-2024-03566,PROD-1119,SUP-05,2024-10-22,2024-11-25,2024-11-22,82,82,297.16,24367.120000000003,Received,-3,0,WH01
PO-2026-03567,PROD-1154,SUP-19,2024-04-05,2024-05-05,2024-05-12,182,182,482.78,87865.95999999999,Received,7,0,WH01
PO-2026-03568,PROD-1184,SUP-19,2025-02-22,2025-03-28,2025-04-04,219,115,155.41,34034.79,Received,7,1,WH04
PO-2026-03569,PROD-1158,SUP-14,2025-04-25,2025-05-31,2025-06-01,228,228,140.88,32120.64,Received,1,1,WH02
PO-2025-03570,PROD-1026,SUP-08,2024-09-10,2024-10-14,2024-10-24,156,156,294.2,45895.2,Received,10,0,WH03
PO-2024-03571,PROD-1021,SUP-08,2025-09-15,2025-10-11,2025-10-20,64,64,261.38,16728.32,Received,9,0,WH02
PO-2025-03572,PROD-1102,SUP-09,2025-03-02,2025-03-28,2025-03-26,270,270,34.32,9266.4,Received,-2,1,WH03
PO-2025-03573,PROD-1143,SUP-13,2025-06-21,2025-07-07,2025-07-08,283,283,338.49,95792.67,Received,1,0,WH03
PO-2026-03574,PROD-1194,SUP-20,2024-10-18,2024-11-22,2024-11-19,181,181,176.34,31917.54,Received,-3,1,WH02
PO-2026-03575,PROD-1042,SUP-18,2024-08-09,2024-09-14,2024-09-23,197,197,326.24,64269.28,Received,9,0,WH04
PO-2024-03576,PROD-1197,SUP-11,2024-01-30,2024-02-23,2024-02-24,135,118,432.36,58368.6,Received,1,1,WH02
PO-2024-03577,PROD-1177,SUP-21,2025-10-29,2025-11-09,2025-11-06,279,279,89.61,25001.19,Received,-3,0,WH04
PO-2025-03578,PROD-1010,SUP-15,2024-09-08,2024-10-01,2024-10-06,264,264,213.73,56424.719999999994,Received,5,1,WH04
PO-2024-03579,PROD-1172,SUP-15,2024-11-17,2024-12-05,2024-12-13,233,233,143.39,33409.869999999995,Received,8,1,WH04
PO-2026-03580,PROD-1112,SUP-21,2024-03-30,2024-05-04,2024-05-07,51,32,18.46,941.46,Received,3,0,WH04
PO-2026-03581,PROD-1118,SUP-20,2024-01-07,2024-01-22,2024-02-01,244,244,277.34,67670.95999999999,Received,10,1,WH04
PO-2026-03582,PROD-1143,SUP-13,2024-09-08,2024-09-17,2024-09-25,112,112,338.49,37910.880000000005,Received,8,0,WH04
PO-2024-03583,PROD-1181,SUP-16,2024-03-16,2024-03-24,2024-03-27,118,118,184.5,21771.0,Received,3,0,WH04
PO-2026-03584,PROD-1066,SUP-14,2025-04-15,2025-05-09,2025-05-19,206,206,282.51,58197.06,Received,10,0,WH02
PO-2025-03585,PROD-1007,SUP-17,2025-05-07,2025-06-08,2025-06-05,191,104,196.75,37579.25,Received,-3,0,WH03
PO-2025-03586,PROD-1179,SUP-20,2025-07-17,2025-08-23,2025-08-27,101,101,247.96,25043.96,Received,4,1,WH04
PO-2024-03587,PROD-1073,SUP-13,2024-01-06,2024-02-05,2024-02-13,123,123,300.24,36929.520000000004,Received,8,1,WH02
PO-2024-03588,PROD-1101,SUP-14,2025-11-23,2025-12-18,2025-12-24,114,80,203.11,23154.54,Received,6,1,WH02
PO-2026-03589,PROD-1048,SUP-13,2026-01-04,2026-01-18,2026-01-22,203,203,335.08,68021.23999999999,Received,4,1,WH03
PO-2026-03590,PROD-1187,SUP-08,2025-01-11,2025-01-30,2025-02-01,180,180,318.89,57400.2,Received,2,1,WH03
PO-2024-03591,PROD-1137,SUP-19,2026-01-19,2026-01-25,2026-02-01,280,280,175.64,49179.2,Received,7,1,WH01
PO-2026-03592,PROD-1207,SUP-09,2025-06-24,2025-07-04,2025-07-11,221,126,374.36,82733.56,Received,7,0,WH03
PO-2024-03593,PROD-1176,SUP-17,2025-07-29,2025-08-16,2025-08-23,168,168,497.24,83536.32,Received,7,0,WH01
PO-2025-03594,PROD-1199,SUP-16,2025-04-25,2025-05-20,2025-05-30,139,139,250.6,34833.4,Received,10,0,WH04
PO-2026-03595,PROD-1056,SUP-10,2024-11-19,2024-12-11,2024-12-08,235,235,361.42,84933.7,Received,-3,0,WH04
PO-2025-03596,PROD-1100,SUP-09,2025-11-27,2025-12-30,2025-12-28,260,260,279.93,72781.8,Received,-2,1,WH04
PO-2024-03597,PROD-1096,SUP-15,2024-10-01,2024-10-19,2024-10-28,238,204,136.17,32408.459999999995,Received,9,0,WH04
PO-2025-03598,PROD-1125,SUP-19,2024-11-25,2024-11-30,2024-12-05,228,228,491.74,112116.72,Received,5,1,WH01
PO-2025-03599,PROD-1097,SUP-11,2024-04-21,2024-05-08,2024-05-18,163,163,123.57,20141.91,Received,10,0,WH04
PO-2024-03600,PROD-1134,SUP-06,2025-03-06,2025-03-19,2025-03-20,204,204,111.68,22782.72,Received,1,1,WH01
PO-2024-03601,PROD-1199,SUP-16,2025-06-25,2025-07-01,2025-07-11,175,175,250.6,43855.0,Received,10,0,WH03
PO-2025-03602,PROD-1064,SUP-08,2025-08-08,2025-09-03,2025-09-11,121,121,448.09,54218.89,Received,8,1,WH02
PO-2024-03603,PROD-1156,SUP-12,2025-07-04,2025-08-02,2025-08-09,197,163,441.55,86985.35,Received,7,0,WH04
